,OriginalTweet,Sentiment,cleaned
2628,"@Maaninkavaara @MinkkinenSimo Right now in a supermarket in Nuremberg, Germany:
ÂWaiting time at the cash register: 1 hourÂ

??

#coronavirus #COVID19 #Covid_19 #SARSCoV2 #panickbuying #PandemicPreparedness https://t.co/HQXY8gvKo2",Neutral,maaninkavaara minkkinensimo right supermarket nuremberg germani wait time cash regist hour coronaviru covid covid sarscov panickbuy pandemicprepar http co hqxi gvko
3765,Wonder how well the #CoronaVirus #ChinaVirus is effecting the #rothschild clan. Did they sell a heap of shares and buy them back soon at rock bottom prices while we all suffer.,Negative,wonder well coronaviru chinaviru effect rothschild clan sell heap share buy back soon rock bottom price suffer
1179,"I wore a mask while grocery shopping yesterday here in #Portland, where we've declared an emergency. I was the only one in the store wearing one. Lots of glares. I somehow survived the disapproval of imbeciles. #COVID2019",Positive,wore mask groceri shop yesterday portland v declar emerg wa onli one store wear one lot glare somehow surviv disapprov imbecil covid
3648,"America, your local small business needs you. You may be self quarantined but you can go online right now and buy a gift certificate from you local restaurant, grocery, or other store. #coronavirus",Positive,america local small busi need may self quarantin go onlin right buy gift certif local restaur groceri store coronaviru
2846,"@lauvagrande People who are sick arenÂt panic buying food.
.07% of the United States population has COVID-19 and assholes are panic buying food and leaving none for others. ESPECIALLY others that are on special diets and actually need those foods to su",Extremely Negative,lauvagrand peopl sick panic buy food unit state popul ha covid asshol panic buy food leav none other especi special diet actual need food su
1230,"A message to share before you rush to the grocery store - please help your parents, grandparents, and all of our elderly citizens #coronavirus #CoronaOutbreak #CoronavirusPandemic #coronavirususa #COVID19 #Covid_19 https://t.co/EGALkm0QEJ",Extremely Positive,messag share befor rush groceri store plea help parent grandpar elderli citizen coronaviru coronaoutbreak coronaviruspandem coronavirususa covid covid http co egalkm qej
3378,"Mayor London Breed announced what she calls a ""defining moment"" in U.S. response to the pandemic. Beginning at 12 AM, all residents within the city can only leave home for doctor's appointments or runs to the grocery store.

#coronavirus",Negative,mayor london breed announc call defin moment u respon pandem begin resid within citi onli leav home doctor appoint run groceri store coronaviru
2775,I wonder how much online shopping has increased since COVID-19,Positive,wonder much onlin shop ha increa sinc covid
3182,one wonders - are our grocery store shelves empty because of #coronavirus zombies stripping them or because the #Indigenous rail blockages?,Negative,one wonder groceri store shelv empti becau coronaviru zombi strip becau indigen rail blockag
2113,what about reserving an hour or 2 of supermarket opening times just for the elderly? even 1 day a week? could be an idea to give them a chance to do their shopping before the panic buyers swoop in #stoppanicbuying #Covid_19 #COVID2019IRELAND,Negative,reserv hour supermarket open time elderli even day week could idea give chanc shop befor panic buyer swoop stoppanicbuy covid covid ireland
543,"Frozen food demand surges amid Covid-19 scare in Italy
https://t.co/D9d2poLkgJ #FrozenFood",Negative,frozen food demand surg amid covid scare itali http co polkgj frozenfood
1520,"Did anyone hear in the budget a pledge to help people on food banks? who are now facing no food as a result of panic buying that is 1,6 million people facing severe hardships in the coming months #BorisOut #UK #Covid_19 #SirPatrickVallance",Extremely Negative,anyon hear budget pledg help peopl food bank face food result panic buy million peopl face sever hardship come month borisout uk covid sirpatrickv
2858,"List of stores that are closing AND paying their employees during it because, like, they actually care about them: 

-Lush
-Urban Outfitters
-Fossil
-Hollister 
-Warby Parker 
-Nike 
-LuluLemon
-Apple
 + more 

Good to know.",Extremely Positive,list store close pay employ dure like actual care lush urban outfitt fossil hollist warbi parker nike lululemon appl good know
3444,"#SaudiArabiaÂs public prosecutor warned businesses of penalties including fines of up to $2.6 mln for any manipulation in prices during a crisis as the Kingdom ramps up efforts to combat the spread of the #coronavirus.

#COVID_19

https://t.co/w33PwNUSCS",Extremely Negative,saudiarabia public prosecutor warn busi penalti includ fine mln ani manipul price dure crisi kingdom ramp effort combat spread coronaviru covid http co w pwnusc
3766,"My 78 year old dad went to the supermarket today...he just said

'i always put some items in the food bank but there wasn't anything left on the shelves to do it'

What a contrast to the stories of the panic buyers we've been hearing about

#coronavirus",Extremely Negative,year old dad went supermarket today h said alway put item food bank anyth left shelv contrast stori panic buyer v hear coronaviru
1315,"??AWESOME??

@SpeakerPelosi negotiates #coronavirus package, including:

??2 weeks paid sick leave
??3 months paid family/medical leave
??Enhanced unemployment benefits
??FREE #COVID19 testing for ALL
??Additional food aid and federal funds for Medicaid

https://t.co/zEjZpeusmY",Extremely Positive,awesom speakerpelosi negoti coronaviru packag includ week paid sick leav month paid famili med leav enhanc unemploy benefit free covid test addit food aid feder fund medicaid http co zejzpeusmi
1159,"If your grocery store is out of toilet paper, no worries @Amazon has a 18 roll of Charmin for $308.

How bad do you want it?

https://t.co/bFJKi9NTpM

#CoronaVirus
#Covid_19
#pricegouging https://t.co/sI6BFjMwW2",Extremely Negative,groceri store toilet paper worri amazon ha roll charmin bad want http co bfjki ntpm coronaviru covid pricegoug http co si bfjmww
1039,"#coronavirusinKenya
Dear Kenyans...
Preachers will commence their miracle rallies to heal #Covid_19 ...Sell anointing oil to salvage and deliver the sinners..
Businesses will 'boom' ... exuberant prices on the basic stuff...
I hope the situation will be contained soon...",Extremely Positive,coronavirusinkenya dear kenyan preacher commenc miracl ralli heal covid sell anoint oil salvag deliv sinner busi boom exub price basic stuff hope situat contain soon
1006,"I think #Covid_19 has shown the UKs true colours. 
Everyone hates everyone and theyÂre all out for themselves, so selfish and typically British..only have to look at supermarket shelves for proof #BeKind 
Done with this planet, let me off NOW ?? https://t.co/dLbkThle3a",Extremely Negative,think covid ha shown uk true colour everyon hate everyon r selfish typic british onli look supermarket shelv proof bekind done thi planet let http co dlbkthle
732,"Following significant feedback from communities and growing concerns over COVID-19, the Parramasala Board has made the difficult decision to postpone the 2020 Parramasala Festival. The safety and wellbeing of our communities is of the highest importance. https://t.co/9vfVtZWgN1",Extremely Positive,follow signif feedback commun grow concern covid parramasala board ha made difficult deci postpon parramasala festiv safeti wellb commun highest import http co vfvtzwgn
915,"The person who stereotyped irish people as laidback and chill clearly hasn't stepped into a supermarket in the midst of a storm or a pandemic. If you are gonna do your shop in the coming days, get what you need, and be mindful of others. #Covid_19",Positive,person stereotyp irish peopl laidback chill clearli step supermarket midst storm pandem gonna shop come day get need mind other covid
3115,#NEW: Toronto/Vancouver clothing store HAVEN has closed their retail stores due to COVID-19. https://t.co/KsBhO6H5oN,Neutral,new toronto vancouv cloth store ha close retail store due covid http co ksbho h
3554,Can we get a tax break or a Medal of Freedom for the grocery store employees this year? #coronavirus,Extremely Positive,get tax break medal freedom groceri store employ thi year coronaviru
3655,UPDATE Due to COVID 19 concerns we are closing our retail locations until further notice Our online store will remain open to serve you We apologize for the inconvenience and appreciate your understanding,Positive,updat due covid concern close retail locat notic onlin store remain open serv apolog inconveni appreci understand
1770,"This was at our little grocery store earlier in the evening.. I talked with two of my friends about #Covid_19 and just listened to what they had to say about it and now 5 hours later, the governor closes schools statewide #Michigan what is happening https://t.co/Yc0GIuNtuM",Positive,thi wa littl groceri store earlier even talk two friend covid listen say hour later governor close school statewid michigan happen http co yc giuntum
